Company,Industry,City,Careers Site URL,Company_Size,Primary_Source,Indeed_URL,AngelList_URL,Glassdoor_URL,Backup_Strategy,Careers URL,Indeed Search
GHX,Software & Services,,https://www.ghx.com/about/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""GHX""&l=nan,CO",,https://www.glassdoor.com/Jobs/GHX-Jobs-E12345.htm,"careers_page,indeed",,
Gig smart,HR Technology,,https://www.gigsmart.com/about/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Gig smart""&l=nan,CO",,https://www.glassdoor.com/Jobs/Gig-smart-Jobs-E12345.htm,"careers_page,indeed",,
Gogo Business Aviation,Communications,,https://jobs.jobvite.com/gogo/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Gogo Business Aviation""&l=nan,CO",,https://www.glassdoor.com/Jobs/Gogo-Business-Aviation-Jobs-E12345.htm,"careers_page,indeed",,
Granicus,Government Technology,,https://granicus.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Granicus""&l=nan,CO",,https://www.glassdoor.com/Jobs/Granicus-Jobs-E12345.htm,"careers_page,indeed",,
Gridics,Other,,https://gridics.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Gridics""&l=nan,CO",https://angel.co/company/gridics/jobs,https://www.glassdoor.com/Jobs/Gridics-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Guild Education,Education Technology,Denver,https://www.guildeducation.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Guild Education""&l=Denver,CO",,https://www.glassdoor.com/Jobs/Guild-Education-Jobs-E12345.htm,"careers_page,indeed",,
Gusto,HR Technology,,https://gusto.com/about/careers/join-the-team,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Gusto""&l=nan,CO",,https://www.glassdoor.com/Jobs/Gusto-Jobs-E12345.htm,"careers_page,indeed",https://gusto.com/about/careers/join-the-team,
Handbid,Software & Services,,https://www.handbid.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Handbid""&l=nan,CO",,https://www.glassdoor.com/Jobs/Handbid-Jobs-E12345.htm,"careers_page,indeed",,
Healthgrades,Healthcare Technology,Denver,https://www.rvohealth.com/careers#open-positions,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Healthgrades""&l=Denver,CO",,https://www.glassdoor.com/Jobs/Healthgrades-Jobs-E12345.htm,"careers_page,indeed",,
Hexagon,Software & Services,,https://hexagon.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Hexagon""&l=nan,CO",,https://www.glassdoor.com/Jobs/Hexagon-Jobs-E12345.htm,"careers_page,indeed",,
Highwing,Other,,https://www.highwing.io/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Highwing""&l=nan,CO",,https://www.glassdoor.com/Jobs/Highwing-Jobs-E12345.htm,"careers_page,indeed",,
Homebot,Real Estate Technology,,https://homebot.breezy.hr/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Homebot""&l=nan,CO",https://angel.co/company/homebot/jobs,https://www.glassdoor.com/Jobs/Homebot-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Huntington Bank,Fintech,,https://www.huntington.com/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Huntington Bank""&l=nan,CO",,https://www.glassdoor.com/Jobs/Huntington-Bank-Jobs-E12345.htm,careers_page_only,https://huntington-careers.com/search/searchjobs?radius=25,
i2 Suite,Public Safety,,https://harriscomputer.wd3.myworkdayjobs.com/en-US/1?q=i2,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""i2 Suite""&l=nan,CO",,https://www.glassdoor.com/Jobs/i2-Suite-Jobs-E12345.htm,"careers_page,indeed",,
Intervoke,Education Technology,,https://intervoke.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Intervoke""&l=nan,CO",,https://www.glassdoor.com/Jobs/Intervoke-Jobs-E12345.htm,"careers_page,indeed",,
Intranext Systems,Communications,,https://intranext.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Intranext Systems""&l=nan,CO",,https://www.glassdoor.com/Jobs/Intranext-Systems-Jobs-E12345.htm,"careers_page,indeed",,
Invisible Technologies,Software & Services,,https://invisible.co/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Invisible Technologies""&l=nan,CO",,https://www.glassdoor.com/Jobs/Invisible-Technologies-Jobs-E12345.htm,"careers_page,indeed",,
IQware,Software & Services,,https://iqwareinc.com/about/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""IQware""&l=nan,CO",,https://www.glassdoor.com/Jobs/IQware-Jobs-E12345.htm,"careers_page,indeed",,
Josh.ai,Software & Services,,https://www.josh.ai/jobs/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Josh.ai""&l=nan,CO",https://angel.co/company/joshai/jobs,https://www.glassdoor.com/Jobs/Josh.ai-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Kantox,Fintech,,https://www.kantox.com/careers#job-openings,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Kantox""&l=nan,CO",,https://www.glassdoor.com/Jobs/Kantox-Jobs-E12345.htm,"careers_page,indeed",,
Kaseware,Public Safety,,https://www.kaseware.com/careers,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Kaseware""&l=nan,CO",https://angel.co/company/kaseware/jobs,https://www.glassdoor.com/Jobs/Kaseware-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Kologik,Public Safety,,https://www.kologik.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Kologik""&l=nan,CO",,https://www.glassdoor.com/Jobs/Kologik-Jobs-E12345.htm,"careers_page,indeed",,
L3Harris,Public Safety,,https://careers.l3harris.com,Large,careers_page,"https://www.indeed.com/jobs?q=company:""L3Harris""&l=nan,CO",,https://www.glassdoor.com/Jobs/L3Harris-Jobs-E12345.htm,careers_page_only,,
Lenda,Fintech,,https://www.lenda.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Lenda""&l=nan,CO",,https://www.glassdoor.com/Jobs/Lenda-Jobs-E12345.htm,"careers_page,indeed",,
Lendesk,Fintech,,https://lendesk.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Lendesk""&l=nan,CO",,https://www.glassdoor.com/Jobs/Lendesk-Jobs-E12345.htm,"careers_page,indeed",,
LexisNexis Risk Solutions,Analytics & AI,,https://risk.lexisnexis.com/careers,Small,careers_page,"https://www.indeed.com/jobs?q=company:""LexisNexis Risk Solutions""&l=nan,CO",https://angel.co/company/lexisnexis-risk-solutions/jobs,https://www.glassdoor.com/Jobs/LexisNexis-Risk-Solutions-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Lightspeed,Software & Services,,https://www.lightspeedhq.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Lightspeed""&l=nan,CO",,https://www.glassdoor.com/Jobs/Lightspeed-Jobs-E12345.htm,"careers_page,indeed",,
Liqid,Cloud Services,,https://liqid.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Liqid""&l=nan,CO",,https://www.glassdoor.com/Jobs/Liqid-Jobs-E12345.htm,"careers_page,indeed",,
LiveAgent,Software & Services,,https://www.liveagent.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""LiveAgent""&l=nan,CO",,https://www.glassdoor.com/Jobs/LiveAgent-Jobs-E12345.htm,"careers_page,indeed",,
Lone Wolf,Real Estate Technology,,https://lonewolftechnologies.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Lone Wolf""&l=nan,CO",https://angel.co/company/lone-wolf/jobs,https://www.glassdoor.com/Jobs/Lone-Wolf-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Macrium Software,Software & Services,,https://www.macrium.com/careers-and-culture,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Macrium Software""&l=nan,CO",,https://www.glassdoor.com/Jobs/Macrium-Software-Jobs-E12345.htm,"careers_page,indeed",,
Magic Leap,Software & Services,,https://www.magicleap.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Magic Leap""&l=nan,CO",,https://www.glassdoor.com/Jobs/Magic-Leap-Jobs-E12345.htm,"careers_page,indeed",,
Magnet Forensics,Public Safety,,https://www.magnetforensics.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Magnet Forensics""&l=nan,CO",,https://www.glassdoor.com/Jobs/Magnet-Forensics-Jobs-E12345.htm,"careers_page,indeed",,
Management Controls,Software & Services,,https://managementcontrols.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Management Controls""&l=nan,CO",,https://www.glassdoor.com/Jobs/Management-Controls-Jobs-E12345.htm,"careers_page,indeed",,
Mark43,Public Safety,,https://mark43.com/company/careers/#greenhouse-jobs,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Mark43""&l=nan,CO",,https://www.glassdoor.com/Jobs/Mark43-Jobs-E12345.htm,"careers_page,indeed",,
Matrix,Public Safety,,https://www.matrix-solutions.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Matrix""&l=nan,CO",,https://www.glassdoor.com/Jobs/Matrix-Jobs-E12345.htm,"careers_page,indeed",,
Maxwell,Fintech,,https://ats.rippling.com/maxwell-careers/jobs,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Maxwell""&l=nan,CO",,https://www.glassdoor.com/Jobs/Maxwell-Jobs-E12345.htm,"careers_page,indeed",,
MeetMonk,Communications,,https://meetmonk.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""MeetMonk""&l=nan,CO",,https://www.glassdoor.com/Jobs/MeetMonk-Jobs-E12345.htm,"careers_page,indeed",,
Meltwater,Analytics & AI,,https://www.meltwater.com/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Meltwater""&l=nan,CO",,https://www.glassdoor.com/Jobs/Meltwater-Jobs-E12345.htm,careers_page_only,,
Mersive,Communications,,https://www.mersive.com/career/#open-positions,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Mersive""&l=nan,CO",,https://www.glassdoor.com/Jobs/Mersive-Jobs-E12345.htm,"careers_page,indeed",,
Mitel,Communications,,https://mitel.wd3.myworkdayjobs.com/mitelcareers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Mitel""&l=nan,CO",,https://www.glassdoor.com/Jobs/Mitel-Jobs-E12345.htm,"careers_page,indeed",,
Model N,Software & Services,,https://www.modeln.com/company/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Model N""&l=nan,CO",,https://www.glassdoor.com/Jobs/Model-N-Jobs-E12345.htm,"careers_page,indeed",,
Molo Finance,Fintech,,https://www.molofinance.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Molo Finance""&l=nan,CO",,https://www.glassdoor.com/Jobs/Molo-Finance-Jobs-E12345.htm,"careers_page,indeed",,
mPulse,Healthcare Technology,,https://mpulseportal.rec.pro.ukg.net/MPU1000PULSE/JobBoard/dc48557c-996a-4e30-a53d-fd3dfb186808/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""mPulse""&l=nan,CO",,https://www.glassdoor.com/Jobs/mPulse-Jobs-E12345.htm,"careers_page,indeed",,
Musiquest,Education Technology,,https://www.musiquest.com/about/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Musiquest""&l=nan,CO",,https://www.glassdoor.com/Jobs/Musiquest-Jobs-E12345.htm,"careers_page,indeed",,
Navigator Business Solutions,Enterprise Software,,https://www.nbs-us.com/careers-2,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Navigator Business Solutions""&l=nan,CO",,https://www.glassdoor.com/Jobs/Navigator-Business-Solutions-Jobs-E12345.htm,"careers_page,indeed",,
Netstock,E-commerce,,https://www.netstock.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Netstock""&l=nan,CO",,https://www.glassdoor.com/Jobs/Netstock-Jobs-E12345.htm,"careers_page,indeed",,
NICE Actimize,Analytics & AI,,https://www.niceactimize.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""NICE Actimize""&l=nan,CO",https://angel.co/company/nice-actimize/jobs,https://www.glassdoor.com/Jobs/NICE-Actimize-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Nymbl Science,Healthcare Technology,,https://nymblscience.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Nymbl Science""&l=nan,CO",,https://www.glassdoor.com/Jobs/Nymbl-Science-Jobs-E12345.htm,"careers_page,indeed",,
Ombud,Software & Services,,https://ombud.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Ombud""&l=nan,CO",https://angel.co/company/ombud/jobs,https://www.glassdoor.com/Jobs/Ombud-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Omnigo,Public Safety,,https://www.omnigo.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Omnigo""&l=nan,CO",,https://www.glassdoor.com/Jobs/Omnigo-Jobs-E12345.htm,"careers_page,indeed",,
OrthoFi,Healthcare Technology,,https://orthofi.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""OrthoFi""&l=nan,CO",,https://www.glassdoor.com/Jobs/OrthoFi-Jobs-E12345.htm,"careers_page,indeed",,
Pairin,Education Technology,,https://pairin.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Pairin""&l=nan,CO",,https://www.glassdoor.com/Jobs/Pairin-Jobs-E12345.htm,"careers_page,indeed",,
Palantir,Public Safety,,https://www.palantir.com/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Palantir""&l=nan,CO",,https://www.glassdoor.com/Jobs/Palantir-Jobs-E12345.htm,careers_page_only,,
Phase Change Software,Software & Services,,https://phasechangesoftware.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Phase Change Software""&l=nan,CO",https://angel.co/company/phase-change-software/jobs,https://www.glassdoor.com/Jobs/Phase-Change-Software-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Ping Identity,Cybersecurity,,https://www.pingidentity.com/careers,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Ping Identity""&l=nan,CO",https://angel.co/company/ping-identity/jobs,https://www.glassdoor.com/Jobs/Ping-Identity-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Planet Labs,Other,,https://www.planet.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Planet Labs""&l=nan,CO",,https://www.glassdoor.com/Jobs/Planet-Labs-Jobs-E12345.htm,"careers_page,indeed",,
Planning Pod,Software & Services,,https://www.planningpod.com/company/careers.aspx,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Planning Pod""&l=nan,CO",,https://www.glassdoor.com/Jobs/Planning-Pod-Jobs-E12345.htm,"careers_page,indeed",,
Poppulo,Software & Services,,https://www.poppulo.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Poppulo""&l=nan,CO",,https://www.glassdoor.com/Jobs/Poppulo-Jobs-E12345.htm,"careers_page,indeed",,
Power Takeoff,Software & Services,,https://ats.rippling.com/power-takeoff-careers/jobs,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Power Takeoff""&l=nan,CO",,https://www.glassdoor.com/Jobs/Power-Takeoff-Jobs-E12345.htm,"careers_page,indeed",,
Precog,Analytics & AI,,https://precog.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Precog""&l=nan,CO",https://angel.co/company/precog/jobs,https://www.glassdoor.com/Jobs/Precog-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Prime Pay,HR Technology,,https://www.primepay.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Prime Pay""&l=nan,CO",,https://www.glassdoor.com/Jobs/Prime-Pay-Jobs-E12345.htm,"careers_page,indeed",,
PrintRelief,Other,,https://printrelief.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""PrintRelief""&l=nan,CO",,https://www.glassdoor.com/Jobs/PrintRelief-Jobs-E12345.htm,"careers_page,indeed",,
Procare Solutions,Education Technology,,https://www.procaresoftware.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Procare Solutions""&l=nan,CO",,https://www.glassdoor.com/Jobs/Procare-Solutions-Jobs-E12345.htm,"careers_page,indeed",,
Proofpoint,Cybersecurity,,https://www.proofpoint.com/us/company/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Proofpoint""&l=nan,CO",,https://www.glassdoor.com/Jobs/Proofpoint-Jobs-E12345.htm,careers_page_only,,
Quantum Metric,Analytics & AI,,https://quantummetric.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Quantum Metric""&l=nan,CO",https://angel.co/company/quantum-metric/jobs,https://www.glassdoor.com/Jobs/Quantum-Metric-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Reali Solutions,Real Estate Technology,,https://reali.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Reali Solutions""&l=nan,CO",https://angel.co/company/reali-solutions/jobs,https://www.glassdoor.com/Jobs/Reali-Solutions-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Red Canary,Cybersecurity,,https://redcanary.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Red Canary""&l=nan,CO",https://angel.co/company/red-canary/jobs,https://www.glassdoor.com/Jobs/Red-Canary-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Redeam,Software & Services,,https://www.redeam.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Redeam""&l=nan,CO",https://angel.co/company/redeam/jobs,https://www.glassdoor.com/Jobs/Redeam-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
ResourceX,Government Technology,,https://resourcex.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""ResourceX""&l=nan,CO",,https://www.glassdoor.com/Jobs/ResourceX-Jobs-E12345.htm,"careers_page,indeed",,
SaferWatch,Communications,,https://www.saferwatch.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""SaferWatch""&l=nan,CO",,https://www.glassdoor.com/Jobs/SaferWatch-Jobs-E12345.htm,"careers_page,indeed",,
Sardine,Cybersecurity,,https://www.sardine.ai/careers#openings,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Sardine""&l=nan,CO",https://angel.co/company/sardine/jobs,https://www.glassdoor.com/Jobs/Sardine-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
SAS® Law Enforcement Intelligence,Public Safety,,https://www.sas.com/en_us/careers.html,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""SAS® Law Enforcement Intelligence""&l=nan,CO",,https://www.glassdoor.com/Jobs/SAS®-Law-Enforcement-Intelligence-Jobs-E12345.htm,"careers_page,indeed",,
Seequent,Software & Services,,https://seequent.csod.com/ux/ats/careersite/1/home?c=seequent,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Seequent""&l=nan,CO",,https://www.glassdoor.com/Jobs/Seequent-Jobs-E12345.htm,"careers_page,indeed",,
Selecthub,Software & Services,,https://selecthub.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Selecthub""&l=nan,CO",,https://www.glassdoor.com/Jobs/Selecthub-Jobs-E12345.htm,"careers_page,indeed",,
Serve robotics,Transportation Technology,,https://www.serverobotics.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Serve robotics""&l=nan,CO",https://angel.co/company/serve-robotics/jobs,https://www.glassdoor.com/Jobs/Serve-robotics-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Siemens,Software & Services,,https://jobs.siemens.com/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Siemens""&l=nan,CO",,https://www.glassdoor.com/Jobs/Siemens-Jobs-E12345.htm,careers_page_only,,
SmartWyre,Software & Services,,https://www.smartwyre.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""SmartWyre""&l=nan,CO",https://angel.co/company/smartwyre/jobs,https://www.glassdoor.com/Jobs/SmartWyre-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Snowflake,Analytics & AI,,https://careers.snowflake.com,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Snowflake""&l=nan,CO",,https://www.glassdoor.com/Jobs/Snowflake-Jobs-E12345.htm,careers_page_only,,
Softheon,Analytics & AI,,https://www.softheon.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Softheon""&l=nan,CO",https://angel.co/company/softheon/jobs,https://www.glassdoor.com/Jobs/Softheon-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Sondermind,Healthcare Technology,,https://www.sondermind.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Sondermind""&l=nan,CO",,https://www.glassdoor.com/Jobs/Sondermind-Jobs-E12345.htm,"careers_page,indeed",,
Spekit,Education Technology,,https://www.spekit.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Spekit""&l=nan,CO",,https://www.glassdoor.com/Jobs/Spekit-Jobs-E12345.htm,"careers_page,indeed",,
Sunbit,Fintech,,https://sunbit.com/careers-il/#job-feed,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Sunbit""&l=nan,CO",,https://www.glassdoor.com/Jobs/Sunbit-Jobs-E12345.htm,"careers_page,indeed",,
Switch Automation,Software & Services,,https://www.switchautomation.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Switch Automation""&l=nan,CO",https://angel.co/company/switch-automation/jobs,https://www.glassdoor.com/Jobs/Switch-Automation-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
TalkDesk,Communications,,https://www.talkdesk.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""TalkDesk""&l=nan,CO",,https://www.glassdoor.com/Jobs/TalkDesk-Jobs-E12345.htm,"careers_page,indeed",,
TaskRay,Software & Services,,https://taskray.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""TaskRay""&l=nan,CO",,https://www.glassdoor.com/Jobs/TaskRay-Jobs-E12345.htm,"careers_page,indeed",,
TCW (Palantir Contracting),Public Safety,,https://www.palantir.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""TCW (Palantir Contracting)""&l=nan,CO",,https://www.glassdoor.com/Jobs/TCW-(Palantir-Contracting)-Jobs-E12345.htm,"careers_page,indeed",,
Team Rubicon (non profit),Other,,https://teamrubiconusa.org/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Team Rubicon (non profit)""&l=nan,CO",,https://www.glassdoor.com/Jobs/Team-Rubicon-(non-profit)-Jobs-E12345.htm,"careers_page,indeed",,
Team Snap,Other,,https://www.teamsnap.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Team Snap""&l=nan,CO",,https://www.glassdoor.com/Jobs/Team-Snap-Jobs-E12345.htm,"careers_page,indeed",,
TeKnowledge,Software & Services,,https://www.teknowledge.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""TeKnowledge""&l=nan,CO",,https://www.glassdoor.com/Jobs/TeKnowledge-Jobs-E12345.htm,"careers_page,indeed",,
Tenemos,Fintech,,https://www.temenos.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Tenemos""&l=nan,CO",,https://www.glassdoor.com/Jobs/Tenemos-Jobs-E12345.htm,"careers_page,indeed",,
The Receptionist,Software & Services,,https://thereceptionist.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""The Receptionist""&l=nan,CO",https://angel.co/company/the-receptionist/jobs,https://www.glassdoor.com/Jobs/The-Receptionist-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Thomson Reuters,Analytics & AI,,https://careers.thomsonreuters.com,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Thomson Reuters""&l=nan,CO",,https://www.glassdoor.com/Jobs/Thomson-Reuters-Jobs-E12345.htm,careers_page_only,,
TrackVia,Software & Services,,https://trackvia.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""TrackVia""&l=nan,CO",,https://www.glassdoor.com/Jobs/TrackVia-Jobs-E12345.htm,"careers_page,indeed",https://job-boards.greenhouse.io/trackvia,
Trimble,Software & Services,,https://careers.trimble.com,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Trimble""&l=nan,CO",,https://www.glassdoor.com/Jobs/Trimble-Jobs-E12345.htm,careers_page_only,,
Truu,Cybersecurity,,https://truu.ai/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""Truu""&l=nan,CO",https://angel.co/company/truu/jobs,https://www.glassdoor.com/Jobs/Truu-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Ttec,Communications,,https://www.ttec.com/careers,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Ttec""&l=nan,CO",,https://www.glassdoor.com/Jobs/Ttec-Jobs-E12345.htm,"careers_page,indeed",,
TurboTenent,Real Estate Technology,,https://www.turbotenant.com/careers/,Small,careers_page,"https://www.indeed.com/jobs?q=company:""TurboTenent""&l=nan,CO",https://angel.co/company/turbotenent/jobs,https://www.glassdoor.com/Jobs/TurboTenent-Jobs-E12345.htm,"indeed,angellist,glassdoor",,
Turnkey,Software & Services,,https://www.turnkeytechnologies.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""Turnkey""&l=nan,CO",,https://www.glassdoor.com/Jobs/Turnkey-Jobs-E12345.htm,"careers_page,indeed",,
Twilio,Communications,,https://www.twilio.com/en-us/company/jobs,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Twilio""&l=nan,CO",,https://www.glassdoor.com/Jobs/Twilio-Jobs-E12345.htm,careers_page_only,,
Tyler Tech,Government Technology,,https://careers.tylertech.com,Large,careers_page,"https://www.indeed.com/jobs?q=company:""Tyler Tech""&l=nan,CO",,https://www.glassdoor.com/Jobs/Tyler-Tech-Jobs-E12345.htm,careers_page_only,,
UiPath,Software & Services,,https://www.uipath.com/careers,Large,careers_page,"https://www.indeed.com/jobs?q=company:""UiPath""&l=nan,CO",,https://www.glassdoor.com/Jobs/UiPath-Jobs-E12345.htm,careers_page_only,,
UJET,Communications,,https://ujet.com/careers/,Medium,careers_page,"https://www.indeed.com/jobs?q=company:""UJET""&l=nan,CO",,https://www.glassdoor.com/Jobs/UJET-Jobs-E12345.htm,"careers_page,indeed",,
